season,season_year,population_reference_year,population_year,population_year_used,team_raw,club_name,city_he,city_en,settlement_code,population_total,district_he,subdistrict_he,municipal_status_he,team_attendance_raw,stadium,capacity,total_spectators,average_attendance,attendance_per_1000_residents,total_spectators_per_resident,average_attendance_pct_of_population,stadium_capacity_utilization_pct,team_budget_raw,budget_min_million_nis,budget_max_million_nis,budget_mid_million_nis,budget_min_nis,budget_max_nis,budget_mid_nis,data_source,source_note,budget_nis_per_resident,budget_million_nis_per_100k_residents,attendance_per_budget_million,total_spectators_per_budget_million,predicted_population_model,residual_population_model,residual_pct_population_model,predicted_budget_model,residual_budget_model,residual_pct_budget_model,predicted_market_budget_model,residual_market_budget_model,residual_pct_market_budget_model
2022/23,2022,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Hapoel Jerusalem,Unknown,33500,53778,4137,3.9394334719483197,0.05120977840329629,0.393943347194832,12.349253731343284,Hapoel Jerusalem,20.0,20.0,20.0,20000000.0,20000000.0,20000000.0,Sport5/Media (2021-2025),6.5M of this is player wages; Sport5,19.044880212464683,1.9044880212464683,206.85,2688.9,11624.773787155538,-7487.773787155538,-64.41221071698565,5445.150614393864,-1308.150614393864,-24.024140139225203,6226.332768530055,-2089.3327685300546,-33.5563942083249
2022/23,2022,2024,2024,2024,Ness Ziona,Sektzia Ness Ziona,נס ציונה,Ness Ziona,7200,47268.0,המרכז,רחובות,עירייה,Sekzia Ness Ziona,Unknown,3500,37616,2894,61.225353304561224,0.7958026571887958,6.122535330456123,82.68571428571428,Sektzia Ness Ziona,16.0,16.0,16.0,16000000.0,16000000.0,16000000.0,Sport5/Media (2021-2025),Sport5,338.4953880003385,33.84953880003385,180.875,2351.0,3644.448870822436,-750.4488708224362,-20.59155986054714,5055.850648215559,-2161.850648215559,-42.759385089402805,4626.97275506207,-1732.97275506207,-37.45370562569527
2022/23,2022,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,Unknown,13610,84865,7072,30.11771119022878,0.3614167930088752,3.0117711190228778,51.9617927994122,Maccabi Netanya,28.0,28.0,28.0,28000000.0,28000000.0,28000000.0,Sport5/Media (2021-2025),Sport5,119.24433163552118,11.924433163552118,252.57142857142858,3030.8928571428573,5136.808454252184,1935.1915457478162,37.67303303174347,6223.7505467504725,848.2494532495275,13.629232837624143,6004.146476811,1067.853523189,17.785267686476764
2022/23,2022,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Ihud Bnei Sakhnin,Unknown,8500,33196,2554,75.72792504299355,0.9842851212714226,7.572792504299354,30.04705882352941,Bnei Sakhnin,20.0,20.0,20.0,20000000.0,20000000.0,20000000.0,Sport5/Media (2021-2025),Sport5,593.0142916444287,59.301429164442865,127.7,1659.8,3536.6899796885923,-982.6899796885923,-27.785584411758897,5445.150614393864,-2891.150614393864,-53.09587960250934,4993.803421008806,-2439.8034210088063,-48.85661719771776
2022/23,2022,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,32030,2464,100.83070753365799,1.3107173548307893,10.0830707533658,17.855072463768114,Ironi Kiryat Shmona,24.0,24.0,24.0,24000000.0,24000000.0,24000000.0,Sport5/Media (2021-2025),Sport5,982.1172811719933,98.21172811719933,102.66666666666667,1334.5833333333333,3462.7738417664036,-998.7738417664036,-28.843172768595153,5834.450580572168,-3370.4505805721683,-57.76808859766942,5365.791326609238,-2901.7913266092382,-54.07946656850229
2022/23,2022,2024,2024,2024,M. Bnei Reineh,Maccabi Bnei Reineh,ריינה,Reineh,542,20654.0,הצפון,,מועצה מקומית,Maccabi Bnei Reineh,Unknown,5200,24820,1909,92.42761692650333,1.2017042703592524,9.242761692650333,36.71153846153846,Bnei Reineh,12.0,12.0,12.0,12000000.0,12000000.0,12000000.0,Sport5/Media (2021-2025),Sport5,581.0012588360609,58.10012588360608,159.08333333333334,2068.3333333333335,3432.6710589308304,-1523.6710589308304,-44.38733082118874,4666.550682037255,-2757.550682037255,-59.091840417629484,4211.448433922807,-2302.4484339228075,-54.671177150759085
2022/23,2022,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,Unknown,29150,116316,11632,23.503738128914932,0.23502929884825216,2.3503738128914935,39.903945111492284,Hapoel Tel Aviv,33.0,33.0,33.0,33000000.0,33000000.0,33000000.0,Sport5/Media (2021-2025),Sport5,66.68013740149526,6.668013740149526,352.4848484848485,3524.7272727272725,7206.428486538347,4425.571513461653,61.41144010141289,6710.375504473353,4921.624495526647,73.34350353785317,6798.597181990341,4833.402818009659,71.09411969300767
2022/23,2022,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,292942,22534,45.53243079409982,0.5919216003232977,4.553243079409982,77.30360205831904,Maccabi Tel Aviv,110.0,110.0,110.0,110000000.0,110000000.0,110000000.0,Sport5/Media (2021-2025),Sport5 'כסף קונה תארים?' 20.8.2022,222.26712467165083,22.226712467165083,204.85454545454544,2663.109090909091,7206.428486538347,15327.571513461653,212.6930356985246,14204.399853405714,8329.600146594286,58.640986120910576,14176.195491886883,8357.804508113117,58.956611545716456
2023/24,2023,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,FC Ashdod,Unknown,8200,16713,2089,9.13975201477061,0.07312239129864107,0.9139752014770609,25.475609756097562,MS Ashdod,25.0,25.0,25.0,25000000.0,25000000.0,25000000.0,Sport5/Media (2021-2025),Sport5,109.37951190486608,10.937951190486608,83.56,668.52,5087.074805634067,-2998.074805634067,-58.93514289024454,5931.775572116744,-3842.775572116744,-64.78288878932513,5709.12875541858,-3620.12875541858,-63.40947823225543
2023/24,2023,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,122024,10169,45.48117734930922,0.5457562380639304,4.548117734930922,63.059655215180456,Hapoel Be'er Sheva,65.0,65.0,65.0,65000000.0,65000000.0,65000000.0,Sport5/Media (2021-2025),Sport5,290.71457642886213,29.071457642886212,156.44615384615383,1877.2923076923078,5047.486821334047,5121.513178665953,101.46659832808322,9824.775233899789,344.2247661002111,3.503640112930874,9535.614612305728,633.3853876942721,6.642313195804779
2023/24,2023,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,Hapoel Hadera,Unknown,3000,34207,3421,31.683553448052308,0.3168077500138922,3.1683553448052306,114.03333333333335,Hapoel Hadera,18.0,18.0,18.0,18000000.0,18000000.0,18000000.0,Sport5/Media (2021-2025),Sport5,166.70679978513346,16.670679978513345,190.05555555555554,1900.388888888889,4127.509810504251,-706.5098105042507,-17.117095850535062,5250.5006313047115,-1829.5006313047115,-34.8443083769346,4892.21152093279,-1471.2115209327903,-30.07252475976911
2023/24,2023,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,42559,3869,13.023296519827792,0.1432562617181057,1.3023296519827792,12.55353666450357,Hapoel Haifa,22.0,22.0,22.0,22000000.0,22000000.0,22000000.0,Sport5/Media (2021-2025),Sport5 (club claimed higher),74.05337902202415,7.405337902202415,175.86363636363637,1934.5,5632.3226995479745,-1763.3226995479745,-31.3072029713335,5639.800597483016,-1770.8005974830157,-31.39828380232637,5504.779260253881,-1635.7792602538811,-29.71561951747433
2023/24,2023,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,171948,17195,57.87944783107751,0.5787877461854095,5.7879447831077515,55.8641975308642,Maccabi Haifa,100.0,100.0,100.0,100000000.0,100000000.0,100000000.0,Sport5/Media (2021-2025),Sport5,336.60626828192795,33.6606268281928,171.95,1719.48,5632.3226995479745,11562.677300452026,205.29145642489544,13231.149937959952,3963.850062040048,29.95846982784034,12978.190535214015,4216.809464785985,32.491505293780534
2023/24,2023,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,144830,13166,12.537244643865503,0.137913500058563,1.2537244643865502,39.30149253731343,Beitar Jerusalem,51.0,51.0,51.0,51000000.0,51000000.0,51000000.0,Sport5/Media (2021-2025),Includes 15M debts; Sport5,48.564444541784944,4.856444454178495,258.15686274509807,2839.8039215686276,11624.773787155538,1541.2262128444618,13.258117887398338,8462.225352275724,4703.774647724276,55.58555169485415,9196.534685501389,3969.4653144986114,43.162619945930196
2023/24,2023,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Hapoel Jerusalem,Unknown,33500,40070,3643,3.469024930700442,0.038156417505672995,0.3469024930700442,10.874626865671642,Hapoel Jerusalem,22.0,22.0,22.0,22000000.0,22000000.0,22000000.0,Sport5/Media (2021-2025),Sport5,20.94936823371115,2.094936823371115,165.5909090909091,1821.3636363636363,11624.773787155538,-7981.773787155538,-68.66175577519428,5639.800597483016,-1996.8005974830157,-35.40551767688679,6417.958698657238,-2774.9586986572376,-43.23740349463161
2023/24,2023,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,Unknown,13610,70127,5844,24.887995502785206,0.29865168730729263,2.4887995502785207,42.93901542983101,Maccabi Netanya,30.0,30.0,30.0,30000000.0,30000000.0,30000000.0,Sport5/Media (2021-2025),Sport5,127.76178389520126,12.776178389520128,194.8,2337.5666666666666,5136.808454252184,707.1915457478162,13.767138721367198,6418.400529839625,-574.400529839625,-8.949278362563911,6195.772406938183,-351.77240693818294,-5.677619896822861
2023/24,2023,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Ihud Bnei Sakhnin,Unknown,8500,24984,2271,67.33677281622487,0.7407934531222202,6.733677281622487,26.71764705882353,Bnei Sakhnin,19.0,19.0,19.0,19000000.0,19000000.0,19000000.0,Sport5/Media (2021-2025),Sport5,563.3635770622072,56.33635770622072,119.52631578947368,1314.9473684210527,3536.6899796885923,-1265.6899796885923,-35.787416679367446,5347.825622849287,-3076.8256228492874,-57.53414265609458,4897.990455945214,-2626.9904559452143,-53.634046035278715
2023/24,2023,2024,2024,2024,H. Petah Tikva,Hapoel Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Hapoel Petah Tikva,Unknown,11500,60759,5524,20.42876743231399,0.22469795083634428,2.0428767432313992,48.03478260869565,Hapoel Petah Tikva,22.0,22.0,22.0,22000000.0,22000000.0,22000000.0,Sport5/Media (2021-2025),Sport5,81.36004408235115,8.136004408235115,251.0909090909091,2761.7727272727275,5420.019700326961,103.98029967303864,1.9184487404495238,5639.800597483016,-115.80059748301574,-2.0532746766737877,5472.426766964295,51.573233035705016,0.9424197934824827
2023/24,2023,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Maccabi Petah Tikva,Unknown,11500,39337,3576,13.224705347203988,0.1454754570030658,1.3224705347203987,31.09565217391304,Maccabi Petah Tikva,28.0,28.0,28.0,28000000.0,28000000.0,28000000.0,Sport5/Media (2021-2025),Includes youth department; Sport5,103.54914701390148,10.354914701390147,127.71428571428571,1404.892857142857,5420.019700326961,-1844.0197003269614,-34.0223800333368,6223.7505467504725,-2647.7505467504725,-42.542684300432136,6047.304557345844,-2471.304557345844,-40.86621624412608
2023/24,2023,2024,2024,2024,M. Bnei Reineh,Maccabi Bnei Reineh,ריינה,Reineh,542,20654.0,הצפון,,מועצה מקומית,Maccabi Bnei Reineh,Unknown,5200,19400,1940,93.92853684516317,0.9392853684516317,9.392853684516316,37.30769230769231,Bnei Reineh,13.5,13.5,13.5,13500000.0,13500000.0,13500000.0,Sport5/Media (2021-2025),Sport5,653.6264161905684,65.36264161905683,143.7037037037037,1437.037037037037,3432.6710589308304,-1492.6710589308304,-43.484243998484104,4812.5381693541185,-2872.5381693541185,-59.68863140964212,4355.167881518195,-2415.167881518195,-55.45521888529993
2023/24,2023,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,Unknown,29150,101049,9186,18.561325520307133,0.20418064255405133,1.8561325520307135,31.512864493996567,Hapoel Tel Aviv,30.0,30.0,30.0,30000000.0,30000000.0,30000000.0,Sport5/Media (2021-2025),Sport5,60.61830672863205,6.061830672863205,306.2,3368.3,7206.428486538347,1979.571513461653,27.46952276234344,6418.400529839625,2767.599470160375,43.11976881613414,6511.158286799566,2674.8417132004342,41.080889073504636
2023/24,2023,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,213565,17797,35.96080016164882,0.4315316225500101,3.596080016164882,61.05317324185249,Maccabi Tel Aviv,120.0,120.0,120.0,120000000.0,120000000.0,120000000.0,Sport5/Media (2021-2025),Sport5 'כסף מדבר' 26.8.2023,242.4732269145282,24.24732269145282,148.30833333333334,1779.7083333333333,7206.428486538347,10590.571513461653,146.96005841513457,15177.649768851476,2619.3502311485245,17.257943562013924,15134.325142522797,2662.6748574772027,17.593614729446415
2024/25,2024,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,FC Ashdod,Unknown,8200,35800,2754,12.049247031440048,0.15663146104776823,1.2049247031440047,33.58536585365854,MS Ashdod,18.0,18.0,18.0,18000000.0,18000000.0,18000000.0,Sport5/Media (2021-2025),Sport5,78.75324857150358,7.875324857150357,153.0,1988.888888888889,5087.074805634067,-2333.074805634067,-45.8627972808681,5250.5006313047115,-2496.5006313047115,-47.54785889215957,5038.43799997344,-2284.43799997344,-45.340202657757864
2024/25,2024,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,141328,11777,52.67300871696476,0.6320939947313574,5.2673008716964755,73.03112985241226,Hapoel Be'er Sheva,70.0,70.0,70.0,70000000.0,70000000.0,70000000.0,Sport5/Media (2021-2025),Sport5,313.0772361541592,31.307723615415924,168.24285714285713,2018.9714285714285,5047.486821334047,6729.513178665953,133.32403663190442,10311.40019162267,1465.5998083773302,14.213392760839922,10014.679437623685,1762.3205623763151,17.597373668851894
2024/25,2024,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,Hapoel Hadera,Unknown,3000,24574,2234,20.690166151110454,0.22759182766221497,2.069016615111045,74.46666666666667,Hapoel Hadera,22.0,22.0,22.0,22000000.0,22000000.0,22000000.0,Sport5/Media (2021-2025),Sport5,203.7527552929409,20.37527552929409,101.54545454545455,1117.0,4127.509810504251,-1893.5098105042507,-45.87535578196297,5639.800597483016,-3405.8005974830157,-60.388670461203695,5275.463381187155,-3041.4633811871554,-57.65300906140921
2024/25,2024,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,43870,3656,12.306325168387286,0.14766916989528178,1.2306325168387284,11.862426995457495,Hapoel Haifa,29.0,29.0,29.0,29000000.0,29000000.0,29000000.0,Sport5/Media (2021-2025),Includes youth department; Sport5,97.6158178017591,9.76158178017591,126.06896551724138,1512.7586206896551,5632.3226995479745,-1976.3226995479745,-35.0889465141368,6321.075538295048,-2665.0755382950483,-42.16174165534313,6175.47001569902,-2519.47001569902,-40.79802847870898
2024/25,2024,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,282621,23552,79.27750830575967,0.9513200014810675,7.927750830575967,76.51721897335932,Maccabi Haifa,105.0,110.0,107.5,105000000.0,110000000.0,107500000.0,Sport5/Media (2021-2025),Range 105–110; Sport5,361.85173840307255,36.18517384030725,219.08837209302325,2629.032558139535,5632.3226995479745,17919.677300452026,318.15785877982773,13961.087374544273,9590.912625455727,68.69746150964691,13696.78777319095,9855.21222680905,71.95272636186195
2024/25,2024,2024,2024,2024,Ironi Tiberias,Ironi Tiberias,טבריה,Tiberias,6700,52122.0,הצפון,כנרת,עירייה,Ironi Tiberias,Unknown,5200,18074,1643,31.522197920264,0.34676336287939835,3.1522197920263997,31.596153846153847,Ironi Tiberias,16.0,16.0,16.0,16000000.0,16000000.0,16000000.0,Sport5/Media (2021-2025),Sport5,306.97210391005717,30.69721039100572,102.6875,1129.625,3683.0740116852094,-2040.0740116852094,-55.390524469850746,5055.850648215559,-3412.850648215559,-67.5029957504799,4632.858774643316,-2989.858774643316,-64.53593601875993
2024/25,2024,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,227307,17485,16.64998652574725,0.2164517293227355,1.664998652574725,52.19402985074627,Beitar Jerusalem,51.0,51.0,51.0,51000000.0,51000000.0,51000000.0,Sport5/Media (2021-2025),Includes past debts; Sport5,48.564444541784944,4.856444454178495,342.84313725490193,4457.0,11624.773787155538,5860.226212844462,50.411529033963234,8462.225352275724,9022.774647724276,106.62413575759722,9196.534685501389,8288.465314498611,90.1259615490346
2024/25,2024,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Hapoel Jerusalem,Unknown,33500,64510,4962,4.725034780712488,0.061429261125304835,0.4725034780712488,14.811940298507462,Hapoel Jerusalem,33.0,33.0,33.0,33000000.0,33000000.0,33000000.0,Sport5/Media (2021-2025),Includes women & youth; Sport5,31.42405235056673,3.142405235056673,150.36363636363637,1954.8484848484848,11624.773787155538,-6662.773787155538,-57.31529842341862,6710.375504473353,-1748.3755044733534,-26.05480875560287,7471.901314356744,-2509.9013143567436,-33.59120000064965
2024/25,2024,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,Unknown,13610,68499,5708,24.30880874912696,0.29171848116791305,2.4308808749126958,41.93975018368846,Maccabi Netanya,31.0,31.0,31.0,31000000.0,31000000.0,31000000.0,Sport5/Media (2021-2025),Sport5,132.02051002504132,13.20205100250413,184.1290322580645,2209.6451612903224,5136.808454252184,571.1915457478162,11.119580393833669,6515.725521384201,-807.7255213842009,-12.396555360309403,6291.585372001775,-583.5853720017749,-9.275648942137732
2024/25,2024,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Ihud Bnei Sakhnin,Unknown,8500,14519,1452,43.05283757338552,0.43049872501927294,4.305283757338552,17.08235294117647,Bnei Sakhnin,20.5,20.5,20.5,20500000.0,20500000.0,20500000.0,Sport5/Media (2021-2025),Sport5,607.8396489355393,60.78396489355393,70.82926829268293,708.2439024390244,3536.6899796885923,-2084.6899796885923,-58.94466271177522,5493.813110166152,-4041.813110166152,-73.57026948526673,5041.709903540602,-3589.7099035406018,-71.20024698405763
2024/25,2024,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Maccabi Petah Tikva,Unknown,11500,41469,3456,12.78092328857298,0.15335998491141,1.278092328857298,30.05217391304348,Maccabi Petah Tikva,26.0,26.0,26.0,26000000.0,26000000.0,26000000.0,Sport5/Media (2021-2025),Includes youth department; Sport5,96.15277937005136,9.615277937005136,132.92307692307693,1594.9615384615386,5420.019700326961,-1964.0197003269614,-36.23639412617785,6029.100563661321,-2573.100563661321,-42.67801700256832,5855.678627218661,-2399.678627218661,-40.98036760529094
2024/25,2024,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,21982,1998,81.76126365756845,0.8995375864467815,8.176126365756845,14.478260869565219,Ironi Kiryat Shmona,20.0,20.0,20.0,20000000.0,20000000.0,20000000.0,Sport5/Media (2021-2025),Sport5,818.4310676433278,81.84310676433277,99.9,1099.1,3462.7738417664036,-1464.7738417664036,-42.30059220440467,5445.150614393864,-3447.150614393864,-63.30680009624654,4982.539466354872,-2984.5394663548723,-59.89996640284121
2024/25,2024,2024,2024,2024,M. Bnei Reineh,Maccabi Bnei Reineh,ריינה,Reineh,542,20654.0,הצפון,,מועצה מקומית,Maccabi Bnei Reineh,Unknown,5200,19781,1978,95.7683741648107,0.9577321584196766,9.57683741648107,38.03846153846154,Bnei Reineh,17.0,17.0,17.0,17000000.0,17000000.0,17000000.0,Sport5/Media (2021-2025),Sport5,823.0851166844195,82.30851166844195,116.3529411764706,1163.5882352941176,3432.6710589308304,-1454.6710589308304,-42.377234344846165,5153.175639760135,-3175.175639760135,-61.61590176087866,4690.513259240765,-2712.5132592407654,-57.82977489503631
2024/25,2024,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,240711,20059,40.53142048898768,0.48638310769852494,4.053142048898768,68.8130360205832,Maccabi Tel Aviv,120.0,120.0,120.0,120000000.0,120000000.0,120000000.0,Sport5/Media (2021-2025),Sport5 'ליגת הכסף' 24.8.2024,242.4732269145282,24.24732269145282,167.15833333333333,2005.925,7206.428486538347,12852.571513461653,178.3486998791473,15177.649768851476,4881.3502311485245,32.16143675397187,15134.325142522797,4924.674857477203,32.53977175130447
2025/26,2025,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,FC Ashdod,Unknown,8200,11731,2346,10.264173397152634,0.051325242166239356,1.0264173397152634,28.60975609756097,,,,,,,,,,,,,,5087.074805634067,-2741.074805634067,-53.88312360962838,,,,,,
2025/26,2025,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,54348,13587,60.76829153752231,0.24307316615008923,6.0768291537522305,84.2552399851172,,,,,,,,,,,,,,5047.486821334047,8539.513178665953,169.18346656344448,,,,,,
2025/26,2025,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,35488,8872,29.863708121972646,0.11945483248789059,2.9863708121972645,28.786502271252434,,,,,,,,,,,,,,5632.3226995479745,3239.6773004520255,57.51938362324353,,,,,,
2025/26,2025,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,131037,26207,88.21440472864487,0.4410787557685899,8.821440472864486,85.14294996751137,,,,,,,,,,,,,,5632.3226995479745,20574.677300452026,365.2964930809675,,,,,,
2025/26,2025,2024,2024,2024,Ironi Tiberias,Ironi Tiberias,טבריה,Tiberias,6700,52122.0,הצפון,כנרת,עירייה,Ironi Tiberias,Unknown,5200,10844,2711,52.012585856260316,0.20805034342504125,5.201258585626031,52.13461538461538,,,,,,,,,,,,,,3683.0740116852094,-972.0740116852094,-26.393007813612517,,,,,,
2025/26,2025,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,108953,21791,20.750349235490894,0.10374984168943323,2.0750349235490897,65.04776119402985,,,,,,,,,,,,,,11624.773787155538,10166.226212844462,87.45311004741738,,,,,,
2025/26,2025,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Hapoel Jerusalem,Unknown,33500,11006,2752,2.6205755172351406,0.010480397580919315,0.2620575517235141,8.214925373134328,,,,,,,,,,,,,,11624.773787155538,-8872.773787155538,-76.32642105224667,,,,,,
2025/26,2025,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,Unknown,13610,29706,7427,31.629558966321998,0.1265097184130283,3.1629558966322,54.57016899338721,,,,,,,,,,,,,,5136.808454252184,2290.1915457478162,44.58393896023172,,,,,,
2025/26,2025,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Ihud Bnei Sakhnin,Unknown,8500,9323,2331,69.11581569115816,0.2764336120500504,6.911581569115816,27.423529411764708,,,,,,,,,,,,,,3536.6899796885923,-1205.6899796885923,-34.090915138531706,,,,,,
2025/26,2025,2024,2024,2024,H. Petah Tikva,Hapoel Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Hapoel Petah Tikva,Unknown,11500,24407,4881,18.05083523481618,0.09026157254172476,1.8050835234816183,42.44347826086957,,,,,,,,,,,,,,5420.019700326961,-539.0197003269614,-9.944976773690419,,,,,,
2025/26,2025,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,9214,1843,75.41842288333265,0.3770511928632811,7.541842288333266,13.355072463768117,,,,,,,,,,,,,,3462.7738417664036,-1619.7738417664036,-46.776772488847755,,,,,,
2025/26,2025,2024,2024,2024,M. Bnei Reineh,Maccabi Bnei Reineh,ריינה,Reineh,542,20654.0,הצפון,,מועצה מקומית,Maccabi Bnei Reineh,Unknown,5200,15075,3015,145.97656628256027,0.7298828314128014,14.59765662825603,57.98076923076923,,,,,,,,,,,,,,3432.6710589308304,-417.67105893083044,-12.167523533726587,,,,,,
2025/26,2025,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,Unknown,29150,72090,18023,36.417458072337844,0.14566579106890282,3.6417458072337845,61.82847341337907,,,,,,,,,,,,,,7206.428486538347,10816.571513461653,150.09614726167163,,,,,,
2025/26,2025,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,95213,23803,48.09658516872095,0.1923883612851081,4.809658516872095,81.65694682675814,,,,,,,,,,,,,,7206.428486538347,16596.571513461655,230.30231333682357,,,,,,
